WKT,id,nombre,tipo,etapa,etapa_obse,estado,subcategor,calle,altura,calle2,direccion_,barrio,comuna
"POINT (-58.4066118718233 -34.6338774093126)",793,"Metrobus Sur Roca, Estación La Rioja",Metrobus,Segunda etapa HRL,Octubre-31,Disponible,Sur Roca,Brasil,3019,,BRASIL 3019,Parque Patricios,Comuna 4
"POINT (-58.3954031198439 -34.6302025072799)",789,"Metrobus Sur Roca, Estación Garrahan",Metrobus,Segunda etapa HRL,Octubre-16,Disponible,Sur Roca,Brasil,0,Pichincha,BRASIL y PICHINCHA AV.,Parque Patricios,Comuna 4
"POINT (-58.4072377870742 -34.6311787402839)",787,"Metrobus Sur Fernandez de la Cruz, Estación La Rioja",Metrobus,Segunda etapa HRL,Octubre-16,Disponible,Sur Fernandez de la Cruz,chiclana,3032,La Rioja,CHICLANA AV. 3032,Parque Patricios,Comuna 4
"POINT (-58.4101251797948 -34.6080500788813)",780,Paseo Comercial Once,Espacio Público,Segunda etapa HRL,Septiembre-16,Disponible,Inclusión,"Peron, Juan Domingo, Tte. General",3002,,"PERON, JUAN DOMINGO, TTE. GENERAL 3002",Balvanera,Comuna 3
"POINT (-58.471552863463 -34.5490006329618)",779,"Parques y Plazas, Plaza Ildefonso F. Cavagna Martínez 1",Parques y Plazas,Segunda etapa HRL,Septiembre-16,Disponible,Parques y Plazas,"GARCIA DEL RIO, AV",0,Amenabar,GARCIA DEL RIO AV. y AMENABAR,Saavedra,Comuna 12
"POINT (-58.4756270415858 -34.5387596003058)",778,"Metrobus Norte, Estación Gral Paz",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Gral Paz,"CABILDO AV. y PAZ, GRAL. AV.",Saavedra,Comuna 12
"POINT (-58.4693288167508 -34.5475997991353)",777,"Metrobus Norte, Estación Manzanares",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Manzanares,CABILDO AV. y MANZANARES,Saavedra,Comuna 12
"POINT (-58.4741272894864 -34.5411475184171)",776,"Metrobus Norte, Estación Pico",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Pico,CABILDO AV. y PICO,Nuñez,Comuna 13
"POINT (-58.4728656590481 -34.5426700972018)",775,"Metrobus Norte, Estación Arias",Metrobus,Segunda etapa HRL,Octubre-16,Disponible,Norte,Cabildo,0,Arias,CABILDO AV. y ARIAS,Nuñez,Comuna 13
"POINT (-58.4723041219133 -34.543416135974)",774,"Metrobus Norte, Estación Ramallo",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Ramallo,CABILDO AV. y RAMALLO,Nuñez,Comuna 13
"POINT (-58.4718760845726 -34.5441998258754)",773,"Metrobus Norte, Estación Correa",Metrobus,Segunda etapa HRL,Octubre-16,Disponible,Norte,Cabildo,0,Correa,CABILDO AV. y CORREA,Saavedra,Comuna 12
"POINT (-58.4713366225486 -34.544937111459)",772,"Metrobus Norte, Estación Ruiz Huidobro",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Ruiz Huidobro,CABILDO AV. y RUIZ HUIDOBRO,Saavedra,Comuna 12
"POINT (-58.4706988395169 -34.5456107079002)",771,"Metrobus Norte, Estación Besares",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Besares,CABILDO AV. y BESARES,Saavedra,Comuna 12
"POINT (-58.4701574678602 -34.5463409597302)",770,"Metrobus Norte, Estación Vilela",Metrobus,Segunda etapa HRL,Octubre-16,Disponible,Norte,Cabildo,0,Vilela,CABILDO AV. y VILELA,Saavedra,Comuna 12
"POINT (-58.4697347166123 -34.5470417642929)",769,"Metrobus Norte, Estación Paroissien",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Paroissien,CABILDO AV. y PAROISSIEN,Saavedra,Comuna 12
"POINT (-58.4683330780308 -34.548655123925)",768,"Metrobus Norte, Estación Crisólogo Larralde",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Larralde,"CABILDO AV. y LARRALDE, CRISOLOGO AV.",Nuñez,Comuna 13
"POINT (-58.4678167027947 -34.5493114026622)",767,"Metrobus Norte, Estación Nuñez",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Larralde,"CABILDO AV. y LARRALDE, CRISOLOGO AV.",Nuñez,Comuna 13
"POINT (-58.4670162945276 -34.5505184193538)",766,"Metrobus Norte, Estación Juana Azurduy",Metrobus,Segunda etapa HRL,Octubre-16,Disponible,Norte,Cabildo,0,Azurduy Juana,CABILDO AV. y AZURDUY JUANA,Nuñez,Comuna 13
"POINT (-58.4664176019391 -34.5512938726482)",765,"Metrobus Norte, Estación Manuela Pedraza",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,3400,,CABILDO AV. 3400,Nuñez,Comuna 13
"POINT (-58.4659565730017 -34.5516181217735)",764,"Metrobus Norte, Estación Campos Salles",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,3300,,CABILDO AV. 3300,Nuñez,Comuna 13
"POINT (-58.4647658256463 -34.5530940057382)",763,"Metrobus Norte, Estación Iberá",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Iberá,CABILDO AV. y IBERA,Nuñez,Comuna 13
"POINT (-58.4640892864815 -34.554011184228)",762,"Metrobus Norte, Estación Quesada",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Quesada,CABILDO AV. y QUESADA,Nuñez,Comuna 13
"POINT (-58.463088723247 -34.5550133219248)",761,"Metrobus Norte, Estación Congreso",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Congreso,CABILDO AV. y CONGRESO,Belgrano,Comuna 13
"POINT (-58.4620814462484 -34.5558893609705)",760,"Metrobus Norte, Estación Ugarte",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Ugarte,"CABILDO AV. y UGARTE, MANUEL",Belgrano,Comuna 13
"POINT (-58.4611585387294 -34.55684835419)",759,"Metrobus Norte, Estación Roosevelt",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Roosevelt,CABILDO AV. y ROOSEVELT FRANKLIN D.,Belgrano,Comuna 13
"POINT (-58.4735911015055 -34.5418875747147)",758,"Metrobus Norte, Estación Deheza",Metrobus,Segunda etapa HRL,Septiembre-16,Disponible,Norte,Cabildo,0,Arias,CABILDO AV. y ARIAS,Nuñez,Comuna 13
"POINT (-58.4651092906593 -34.6028088180228)",752,"Metrobus San Martín, Estación Av. Donato Alvarez 1",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,0,Alvarez Donato,"SAN MARTIN AV. y ALVAREZ, DONATO, TTE. GRAL. AV.",Paternal,Comuna 15
"POINT (-58.4951273177937 -34.5969100989045)",751,"Metrobus San Martín, Estación Roffo",Metrobus,Primera etapa HRL,Septiembre-16,Disponible,San Martín,San Martín Av.,5400,,SAN MARTIN AV. 5400,Villa Del Parque,Comuna 11
"POINT (-58.3794688862688 -34.5846232300563)",750,Barrio 31-Galpón,Espacio Público,Primera etapa HRL,Julio-16,Disponible,Barrio Social,Walsh,0,Perette,"WALSH, RODOLFO y PERETTE, CARLOS H.",Retiro,Comuna 1
"POINT (-58.4162346420822 -34.5894166206452)",749,"Parques y Plazas, Plaza Güemes",Parques y Plazas,Primera etapa HRL,Septiembre-16,Disponible,Parques y Plazas,Medrano,1901,,MEDRANO 1901,Palermo,Comuna 14
"POINT (-58.4592985709344 -34.6042711375395)",748,"Metrobus San Martín, Estación Pappo Napolitano",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,2250,,SAN MARTIN AV. 2250,Villa Gral. Mitre,Comuna 11
"POINT (-58.4870182772787 -34.597468679394)",747,"Metrobus San Martín, Estación 2 de Abril",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,4850,,SAN MARTIN AV. 4850,Villa Del Parque,Comuna 11
"POINT (-58.4827716967653 -34.6298778880502)",742,"Parques y Plazas, Plaza Vélez Sarsfield",Parques y Plazas,Primera etapa HRL,Agosto-16,Disponible,Parques y Plazas,Chivilcoy,395,,CHIVILCOY 395,Floresta,Comuna 10
"POINT (-58.3789725827467 -34.5828236062077)",741,Barrio 31-Cancha Güemes,Espacio Público,Primera etapa HRL,Julio-16,Disponible,Barrio Social,Walsh,0,Perette,"WALSH, RODOLFO y PERETTE, CARLOS H.",Retiro,Comuna 1
"POINT (-58.3800470755741 -34.5830028247436)",740,Barrio 31-Plaza de María,Parques y Plazas,Primera etapa HRL,Julio-16,Disponible,Barrio Social,Walsh,0,Perette,"WALSH, RODOLFO y PERETTE, CARLOS H.",Retiro,Comuna 1
"POINT (-58.3768086800292 -34.5853245139111)",739,Barrio 31-Feria,Espacio Público,Primera etapa HRL,Julio-16,Disponible,Barrio Social,Walsh,0,Perette,"WALSH, RODOLFO y PERETTE, CARLOS H.",Retiro,Comuna 1
"POINT (-58.5112021395219 -34.5916252574472)",738,"Metrobus San Martín, Estación Mosconi",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,6901,,SAN MARTIN AV. 6901,Villa Devoto,Comuna 11
"POINT (-58.4935197583721 -34.6288920257169)",737,"Parques y Plazas, Plaza de la Bandera",Parques y Plazas,Primera etapa HRL,Agosto-16,Disponible,Parques y Plazas,"Justo,Juan B. Av",7318,,"JUSTO, JUAN B. AV. 7318",Velez Sarsfield,Comuna 10
"POINT (-58.4060232550507 -34.6402752087943)",736,"Parques y Plazas, Manzana Cívica",Parques y Plazas,Primera etapa HRL,Agosto-16,Disponible,Parques y Plazas,Uspallata,3069,,USPALLATA 3069,Parque Patricios,Comuna 4
"POINT (-58.5151941830855 -34.5904194950036)",735,"Metrobus San Martín, Estación Ladines",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,7150,,SAN MARTIN AV. 7150,Villa Devoto,Comuna 11
"POINT (-58.5075942417535 -34.5929460676286)",734,"Metrobus San Martín, Estación Cubas",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,6500,,SAN MARTIN AV. 6500,Villa Devoto,Comuna 11
"POINT (-58.499404116066 -34.5959870963169)",733,"Metrobus San Martín, Estación Solano López",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,5800,,SAN MARTIN AV. 5800,Villa Devoto,Comuna 11
"POINT (-58.4916851582509 -34.5971403818529)",732,"Metrobus San Martín, Estación Comunicaciones",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,5100,,SAN MARTIN AV. 5100,Villa Del Parque,Comuna 11
"POINT (-58.483611345177 -34.5977308550165)",731,"Metrobus San Martín, Estación Agronomía",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,4500,,SAN MARTIN AV. 4500,Villa Del Parque,Comuna 11
"POINT (-58.4810042743324 -34.5987465091667)",730,"Metrobus San Martín, Estación Empedrado",Metrobus,Primera etapa HRL,Agosto-16,Disponible,San Martín,San Martín Av.,4150,,SAN MARTIN AV. 4150,Villa Del Parque,Comuna 11
"POINT (-58.4701064124591 -34.6015692461088)",729,"Metrobus San Martín, Estación Álvarez Jonte",Metrobus,Primera etapa HRL,Septiembre-16,Disponible,San Martín,San Martín Av.,3297,,SAN MARTIN AV. 3297,Paternal,Comuna 15
"POINT (-58.4455214836623 -34.5807630536297)",728,"Parques y Plazas, Plaza Mafalda",Parques y Plazas,Primera etapa HRL,Agosto-16,Disponible,Parques y Plazas,Conde,0,Santos Dumont,"CONDE y DUMONT, SANTOS",Colegiales,Comuna 13
"POINT (-58.406037010678 -34.6089421047319)",723,Estación Once - 30 de Diciembre - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,Mitre,0,Pueyrredón,"MITRE, BARTOLOME y PUEYRREDON AV.",Balvanera,Comuna 3
"POINT (-58.4187012958104 -34.5825078593767)",718,Jardín Botánico (Casona),Parques y Plazas,Gestión previa HRL,,Disponible,Parques y Plazas,SANTA FE AV.,3917,,SANTA FE AV. 3917,Palermo,Comuna 14
"POINT (-58.4171168389254 -34.5827785805383)",717,Jardin Botánico Carlos Thays,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,SANTA FE AV.,3951,,SANTA FE AV. 3951,Palermo,Comuna 14
"POINT (-58.511058988209 -34.5999725509561)",716,Htal. Zubizarreta,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,NUEVA YORK,3952,,NUEVA YORK 3952,Villa Devoto,Comuna 11
"POINT (-58.5076139395859 -34.6253368904816)",715,Htal. Velez Sarfield,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,Hospital,"CALDERON DE LA BARCA, PEDRO",1550,,"CALDERON DE LA BARCA, PEDRO 1550",Monte Castro,Comuna 10
"POINT (-58.4483015756095 -34.6150402789385)",714,Museo de Esculturas Luis Perlotti,Museos,Gestión previa HRL,may-16,Disponible,Museos,Pujol,642,,PUJOL 642,Caballito,Comuna 6
"POINT (-58.3714309532972 -34.6280790547908)",713,Edificio Finochietto,Espacio Público,Gestión previa HRL,may-16,Disponible,Edificios del GCABA,Finochietto,435,,FINOCHIETTO ENRIQUE DR. 435,Barracas,Comuna 4
"POINT (-58.3858303606371 -34.6122194775092)",711,Agencia de Protección Ambiental,Espacio Público,Gestión previa HRL,42461,Disponible,Edificios del GCABA,Moreno,1379,,MORENO 1379,Monserrat,Comuna 1
"POINT (-58.4330297198065 -34.6042796422951)",710,Señalamiento Luminoso,Espacio Público,Gestión previa HRL,mar-16,Disponible,Otros establecimientos,Machado,94,,"MACHADO, ANTONIO 94",Caballito,Comuna 6
"POINT (-58.4029185524954 -34.6503866080475)",708,Sede NIDO - Barrio Zavaleta,Espacio Público,Gestión previa HRL,dic-15,Disponible,Inclusión,Iguazú,0,Iriarte,"IGUAZU y IRIARTE, GRAL. AV.",Nueva Pompeya,Comuna 4
"POINT (-58.3698240113815 -34.6106759684483)",707,Ministerio de Educación,Espacio Público,Gestión previa HRL,dic-15,Disponible,Edificios del GCABA,Paseo Colón,255,,PASEO COLON AV. 255,Monserrat,Comuna 1
"POINT (-58.4538434338092 -34.6766188757883)",706,CIM Villa Lugano,Espacio Público,Gestión previa HRL,nov-15,Disponible,Inclusión,Escalada Av.,4502,,ESCALADA AV. 4502,Villa Soldati,Comuna 8
"POINT (-58.4116817268224 -34.6120925777804)",705,CIM Margarita Malharro,Espacio Público,Gestión previa HRL,nov-15,Disponible,Inclusión,24 de noviembre,113,,24 DE NOVIEMBRE 113,Balvanera,Comuna 3
"POINT (-58.4191822994397 -34.6012555765468)",704,CIM Elvira Rawson,Espacio Público,Gestión previa HRL,nov-15,Disponible,Inclusión,Salguero,765,,"SALGUERO, JERONIMO 765",Almagro,Comuna 5
"POINT (-58.4089384900678 -34.5872706916233)",703,Servicio Social Zonal 14,Espacio Público,Gestión previa HRL,nov-15,Disponible,Servicio Social Zonal,Coronel Diaz,2110,,"DIAZ, CNEL. AV. 2110",Palermo,Comuna 14
"POINT (-58.4640249624256 -34.5537815833309)",702,Servicio Social Zonal 13,Espacio Público,Gestión previa HRL,nov-15,Disponible,Servicio Social Zonal,Cabildo,3067,,CABILDO AV. 3067,Nuñez,Comuna 13
"POINT (-58.3915509579091 -34.6000166542063)",701,Servicio Social Zonal 2,Espacio Público,Gestión previa HRL,nov-15,Disponible,Servicio Social Zonal,Rodriguez Peña,780,,RODRIGUEZ PEÑA 780,San Nicolas,Comuna 1
"POINT (-58.4218481731296 -34.6276971096281)",700,Servicio Social Zonal 5,Espacio Público,Gestión previa HRL,oct-15,Disponible,Servicio Social Zonal,Cochabamba,4048,,COCHABAMBA 4048,Boedo,Comuna 5
"POINT (-58.3986181999926 -34.623219703625)",699,Servicio Social Zonal 3,Espacio Público,Gestión previa HRL,oct-15,Disponible,Servicio Social Zonal,Av San Juan,2353,,SAN JUAN AV. 2353,San Cristobal,Comuna 3
"POINT (-58.4623346735102 -34.6016829598231)",698,Servicio Social Zonal 15,Espacio Público,Gestión previa HRL,oct-15,Disponible,Servicio Social Zonal,Seguí,2125,,"SEGUI, F. J., ALTE. 2125",Paternal,Comuna 15
"POINT (-58.4623346735102 -34.6016829598231)",697,Servicio Social Zonal 10,Espacio Público,Gestión previa HRL,oct-15,Disponible,Servicio Social Zonal,Seguí,2125,,"SEGUI, F. J., ALTE. 2125",Paternal,Comuna 15
"POINT (-58.3698690067363 -34.6290175812606)",695,Edificio Lezama,Espacio Público,Gestión previa HRL,sep-15,Disponible,Edificios del GCABA,Martín García,0,Irala,"GARCIA, MARTIN AV. y IRALA",San Telmo,Comuna 1
"POINT (-58.4272873629078 -34.6285242258581)",678,ISC - ASI Desarrollo,Espacio Público,Gestión previa HRL,sep-15,Disponible,Edificios del GCABA,Zuviria,64,,ZUVIRIA 64,Parque Chacabuco,Comuna 7
"POINT (-58.3749264148556 -34.5841200414108)",677,Portal Inclusivo Villa 31,Espacio Público,Gestión previa HRL,sep-15,Disponible,Inclusión,Gendarmería,0,Walsh,"GENDARMERIA NACIONAL AV. y WALSH, RODOLFO",Retiro,Comuna 1
"POINT (-58.3680451216643 -34.6022568125962)",674,Terminal Combis Puerto Madero,Espacio Público,Gestión previa HRL,sep-15,Disponible,Otros establecimientos,Madero av.,401,,"MADERO, EDUARDO AV. 401",Puerto Madero,Comuna 1
"POINT (-58.464141845839 -34.5805640913086)",664,Servicio Social Zonal 12,Espacio Público,Gestión previa HRL,sep-15,Disponible,Servicio Social Zonal,Charlone,1563,,CHARLONE 1563,Villa Ortuzar,Comuna 15
"POINT (-58.524193640854 -34.6132846158482)",663,Servicio Social Zonal 11,Espacio Público,Gestión previa HRL,sep-15,Disponible,Servicio Social Zonal,Beiro,5229,,"BEIRO, FRANCISCO AV. 5229",Villa Devoto,Comuna 11
"POINT (-58.4332393496743 -34.6607972748633)",662,CMB Nº 39,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Av. Varela,3395,,VARELA AV. 3395,Villa Soldati,Comuna 8
"POINT (-58.4777544804623 -34.6518262956173)",661,CMB Nº 38,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Moreto,1581,,MORETO 1581,Parque Avellaneda,Comuna 9
"POINT (-58.3718220054287 -34.6461645357414)",660,CMB Nº 37,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Isabel La Católica,1492,,ISABEL LA CATOLICA 1492,Barracas,Comuna 4
"POINT (-58.4860670312675 -34.5852024732771)",659,CMB Nº 36,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Burela,1604,,BURELA 1604,Parque Chas,Comuna 15
"POINT (-58.498832091436 -34.5912460693846)",658,CMB Nº 35,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Salvador María del Carril,2956,,"CARRIL, SALVADOR MARIA DEL AV. 2956",Agronomia,Comuna 15
"POINT (-58.4411670575732 -34.5894254693965)",657,CMB Nº 34,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Humboldt,1130,,HUMBOLDT 1130,Chacarita,Comuna 15
"POINT (-58.476601587884 -34.5447607999572)",656,CMB Nº 33,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Cramer,4354,,CRAMER 4354,Saavedra,Comuna 12
"POINT (-58.5040161329697 -34.6280012985796)",655,CMB Nº 32,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Calderón de la Barca,1198,,"CALDERON DE LA BARCA, PEDRO 1198",Velez Sarsfield,Comuna 10
"POINT (-58.4460586762086 -34.6394122276215)",654,CMB Nº 31,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Avelino Díaz,1971,,"DIAZ, AVELINO 1971",Parque Chacabuco,Comuna 7
"POINT (-58.3704862935966 -34.6335933458017)",653,CMB Nº 30,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Arzobispo Espinosa,1211,,ARZOBISPO ESPINOSA 1211,Barracas,Comuna 4
"POINT (-58.4033114965249 -34.6124424014035)",652,CMB Nº 29,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Saavedra,205,,SAAVEDRA 205,Balvanera,Comuna 3
"POINT (-58.4849701614135 -34.6658770993537)",651,CMB Nº 28,Hospitales y Centros de Salud,Gestión previa HRL,sep-15,Disponible,CMB,Echeandia,5567,,ECHEANDIA 5567,Villa Lugano,Comuna 8
"POINT (-58.4448889910928 -34.6051603143746)",648,CMB Nº 27,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Antezana,340,,ANTEZANA 340,Villa Crespo,Comuna 15
"POINT (-58.4631591247924 -34.5517267713519)",647,CMB Nº 26,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Guayra,2193,,GUAYRA 2193,Nuñez,Comuna 13
"POINT (-58.4040087005944 -34.6328125406703)",645,CMB Nº 24,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Brasil,2867,,BRASIL 2867,Parque Patricios,Comuna 4
"POINT (-58.429706136227 -34.6297947919835)",644,CMB Nº 23,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Tejedor,251,,TEJEDOR 251,Parque Chacabuco,Comuna 7
"POINT (-58.3794235704549 -34.6030770684934)",643,"Conservatorio S. M. ""Manuel de Falla""",Espacio Público,Gestión previa HRL,ago-15,Disponible,Otros establecimientos,Suipacha,443,,SUIPACHA 443,San Nicolas,Comuna 1
"POINT (-58.3794345083749 -34.603041018269)",642,"Conservatorio S. M. ""Manuel de Falla""",Espacio Público,Gestión previa HRL,ago-15,Disponible,Otros establecimientos,Suipacha,443,,SUIPACHA 443,San Nicolas,Comuna 1
"POINT (-58.5136080983807 -34.6465934118243)",641,Polideportivo Santojanni,Espacio Público,Gestión previa HRL,ago-15,Disponible,Otros establecimientos,Patrón,6222,,PATRON 6222,Liniers,Comuna 9
"POINT (-58.4455456567543 -34.5798824150905)",640,Polideportivo Colegiales,Espacio Público,Gestión previa HRL,ago-15,Disponible,Otros establecimientos,Conde,235,,CONDE 235,Colegiales,Comuna 13
"POINT (-58.4137084531004 -34.5849896360167)",637,CMB Nº 22,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Araoz,2637,,ARAOZ 2637,Palermo,Comuna 14
"POINT (-58.4943617241047 -34.64935435663)",636,CMB Nº 20,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Araujo,1246,,ARAUJO 1246,Mataderos,Comuna 9
"POINT (-58.5266752081579 -34.6137422033411)",635,CMB Nº 19,Hospitales y Centros de Salud,Gestión previa HRL,ago-15,Disponible,CMB,Coligue,2977,,COLIGUE 2977,Villa Real,Comuna 10
"POINT (-58.4318016908883 -34.6505420699384)",634,SECHI Madre del Pueblo,Espacio Público,Gestión previa HRL,ago-15,Disponible,Inclusión,Av. Perito Moreno,0,Av. Cruz,"MORENO, PERITO AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Flores,Comuna 7
"POINT (-58.4023296683482 -34.6230884210032)",632,Estación Humberto 1º - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,Jujuy,0,Humberto Primo,JUJUY AV. y HUMBERTO 1°,San Cristobal,Comuna 3
"POINT (-58.4123851480475 -34.6412674404756)",628,Estación Hospitales - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,Puna,0,Almafuerte,PUNA y ALMAFUERTE AV.,Parque Patricios,Comuna 4
"POINT (-58.4047377431694 -34.615244691345)",624,Estación Venezuela - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,Belgrano,0,Jujuy,BELGRANO AV. y JUJUY AV.,Balvanera,Comuna 3
"POINT (-58.4009700451907 -34.62937917327)",621,Estación Inclán - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,Inclán,0,Jujuy,INCLAN y JUJUY AV.,Parque Patricios,Comuna 4
"POINT (-58.3989341266402 -34.6357482612228)",616,Estación Caseros - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,Caseros,0,Jujuy,CASEROS AV. y JUJUY AV.,Parque Patricios,Comuna 4
"POINT (-58.4623845508901 -34.5556376465821)",608,Estación Congreso de Tucumán - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Congreso,0,Cabildo,CONGRESO y CABILDO AV.,Belgrano,Comuna 13
"POINT (-58.4564959002182 -34.562307606856)",605,Estación Juramento - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Juramento,0,Cabildo,JURAMENTO AV. y CABILDO AV.,Belgrano,Comuna 13
"POINT (-58.452123419621 -34.5662144238654)",600,Estación José Hernández - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Cabildo,0,Virrey del Pino,"CABILDO AV. y PINO, VIRREY DEL",Belgrano,Comuna 13
"POINT (-58.4446705178753 -34.5700136079215)",595,Estación Olleros - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Lacroze,0,Cabildo,"LACROZE, FEDERICO AV. y CABILDO AV.",Palermo,Comuna 14
"POINT (-58.3931267701459 -34.5996347641407)",585,Estación Callao - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Callao,0,Cordoba,CALLAO AV. y CORDOBA AV.,Balvanera,Comuna 3
"POINT (-58.4112947497204 -34.5882365121899)",576,Estación Bulnes - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Bulnes,0,Santa Fe,BULNES y SANTA FE AV.,Palermo,Comuna 14
"POINT (-58.4159598709854 -34.5851538297115)",572,Estación R. Scalabrini Ortiz - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Scalabrini Ortiz,0,Santa Fe,"SCALABRINI ORTIZ, RAUL y SANTA FE AV.",Palermo,Comuna 14
"POINT (-58.4071709059624 -34.5916254406162)",567,Estación Agüero - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Aguero,0,Santa Fe,AGUERO y SANTA FE AV.,Recoleta,Comuna 2
"POINT (-58.3851436060007 -34.601586445542)",562,Estación Tribunales - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Tucumán,0,Talcahuano,TUCUMAN y TALCAHUANO,San Nicolas,Comuna 1
"POINT (-58.406039193396 -34.6089389006323)",556,Espacio Subte Digital Once - 30 de Diciembre - Línea H,Subte,Gestión previa HRL,jul-15,Disponible,Línea H,Mitre,0,Pueyrredon,"MITRE, BARTOLOME y PUEYRREDON AV.",Balvanera,Comuna 3
"POINT (-58.4023312218609 -34.6230984703822)",555,Espacio Subte Digital Humberto 1º - Línea H,Subte,Gestión previa HRL,jul-15,Disponible,Línea H,Jujuy,0,Humberto Primo,JUJUY AV. y HUMBERTO 1°,San Cristobal,Comuna 3
"POINT (-58.3989254011466 -34.6357512291318)",554,Espacio Subte Digital Caseros - Línea H,Subte,Gestión previa HRL,jul-15,Disponible,Línea H,Caseros,0,Jujuy,CASEROS AV. y JUJUY AV.,Parque Patricios,Comuna 4
