object,long,lat,name,comune
social organization,-58.405447611965,-34.6551819068058,Escuela de Tae kwondo de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4025613636753,-34.6542882773368,Polideportivo de la Mutual Flor de Ceibo,4
social organization,-58.3892848488757,-34.649018879077,Polideportivo Pereyra,4
social organization,-58.3962257782168,-34.6523202204773,Club Atlético Cacho Laborde,4
social organization,-58.3939131110816,-34.6515048517594,Club Social y Cultural Juventud Unida,4
social organization,-58.3761513272448,-34.6488318708268,Club Sportivo Barracas,4
social organization,-58.3853836608,-34.6480357962636,Club Sportivo Pereyra,4
social organization,-58.4659744449293,-34.6750286412175,Cooperativa 2 de Octubre,8
social organization,-58.4667291418881,-34.6764159221708,Junta Vecinal Villa 20,8
social organization,-58.397282044817,-34.6527267079202,Centro de Formación Profesional (CFP) Nº 9 Polo Educativo Barracas,4
social organization,-58.4673718439002,-34.6766312512653,Mutual Futuro Para Todos,8
social organization,-58.3739982477751,-34.6476718889332,Club Atlético Barracas Juniors,4
social organization,-58.3775813142822,-34.6365975917128,Biblioteca Popular de Barracas,4
social organization,-58.3912518695101,-34.6434357419989,"CIDAC, Centro de Innovación y Desarrollo para la Acción Comunitaria de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires (UBA), Barracas",4
social organization,-58.3853467841038,-34.6535640045925,Centro Cultural La Usina,4
social organization,-58.3778043517352,-34.6491159032787,"Circuito Cultural Barracas, Proyecto Artístico Comunitario",4
social organization,-58.3793355251319,-34.654759041284,Centro Metropolitano de Diseño (CMD),4
social organization,-58.3971615030236,-34.6516224753502,Casa Central de la Cultura Popular,4
social organization,-58.3959774780466,-34.6558912990971,Arte para Crecer,4
social organization,-58.3971937972541,-34.6523085749734,"Orquesta infanto-juvenil Barracas, Ministerio de Educación GCBA",4
social organization,-58.3988773257397,-34.6543937655927,Casa de los Adolescentes y Casa de los Niños de la Dirección General de Niñez y Adolescencia,4
social organization,-58.3770430988855,-34.6116480851976,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo (INADI)",1
social organization,-58.4143798956129,-34.6418785090753,"Defensoría del Pueblo de la Ciudad, Sede San José, Parque Patricios",4
social organization,-58.4591786577518,-34.6305360459971,Clínica Legal Para Inmigrantes y Refugiados (UBA-CELS-CAREF),7
social organization,-58.3972760329515,-34.6516315512042,"Ministerio de Justicia y Derechos Humanos de la Nación, Dirección Nacional de Promoción y Fortalecimiento para el Acceso a la Justicia",4
social organization,-58.3943820583515,-34.65270086903,Centro de Acceso a la Justicia (CAJ) del Ministerio de Justicia y Derechos Humanos de la Nación – CAJ Villa 21-24,4
social organization,-58.3997060540146,-34.6562710736062,"Unidad de Orientación y Denuncias, Ministerio Público Fiscal",4
social organization,-58.4026714193008,-34.6420476458304,Comisaría Comunal Nº 4 de la Policía Metropolitana,4
social organization,-58.4008742372799,-34.6363555252753,Comisaría Nº 32 de la Policía Federal,4
social organization,-58.3748122559785,-34.6471918328411,Comisaría Nº 30 de la Policía Federal,4
social organization,-58.3969082949868,-34.6560739848121,Hogar de día Niño Jesús de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3837005408855,-34.6333595084401,Buenos Aires Presente (BAP),4
social organization,-58.3961193011889,-34.6513792443955,Mutual Flor de Ceibo,4
social organization,-58.4030511206468,-34.6548023357239,Mutual Unión Guaraní,4
social organization,-58.4246533226726,-34.6504767091843,Registro Civil de la Comuna 4,4
social organization,-58.4525957165876,-34.6784611886148,Centro Integral de la Mujer -CIM- Villa Lugano,8
social organization,-58.3724689165927,-34.6207372549398,Centro Integral de la Mujer (CIM) Alicia Moreau,1
social organization,-58.3771611251796,-34.6231792994111,Oficina para casos de delitos sexuales contra la mujer,1
social organization,-58.3771611251796,-34.6231792994111,Centro Integral de la Mujer (CIM) Isabel Calvo,1
social organization,-58.3844113193026,-34.6027748271603,Oficina de Violencia Doméstica (OVD) de la Corte Suprema de Justicia de la Nación,1
social organization,-58.4246543729342,-34.6503267106462,"Dirección General de la Mujer, Comuna 4",4
social organization,-58.3943820583515,-34.65270086903,Casa Social de la de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4246533226726,-34.6504767091843,"Comuna 4, Sede comunal",4
social organization,-58.4064307514048,-34.657217893818,"Prevención Social de la Violencia y el Delito, Ministerio de Justicia y Seguridad del Gobierno de la Ciudad",4
social organization,-58.3949744200507,-34.6534639937203,"Programa Trabajador Social de Referencia (T.S.R.) en Villa 21-24, dependiente de la Subsecretaría de Promoción Social, Ministerio de Desarrollo Humano y Hábitat del GCBA",4
social organization,-58.4246533226726,-34.6504767091843,Servicio Social Zonal del Ministerio de Desarrollo Humano y Hábitat del Gobierno de la Ciudad,4
social organization,-58.3994104792318,-34.6574883978557,ONG Caacupé/Pilares,4
social organization,-58.4246533226726,-34.6504767091843,Programa Adultos 2000 de Educación a Distancia,4
social organization,-58.3944584557581,-34.6526540371893,Centro Santa María de la parroquia Ntra. Sra de Caacupe,4
social organization,-58.3964501583221,-34.6560286650266,Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4049095651031,-34.6500338277182,CENS N° 75 Perito Auxiliar en Sistemas Administrativos,4
social organization,-58.3902619660253,-34.656562040101,UGEE N° 6 Bachillerato Popular de Adultos y Adolescentes,4
social organization,-58.3763443141867,-34.6383913031251,Polideportivo Don Pepe,4
social organization,-58.3997260601384,-34.6576566787522,Polideportivo San Blas,4
social organization,-58.395646392597,-34.6614467460929,Cancha de San José/ Amor y Paz,4
social organization,-58.3954372250882,-34.6605398786463,Cancha de Sixto,4
social organization,-58.392454912589,-34.6512227726862,CAEBT N° 19 Bachillerato Popular Darío Santillan,4
social organization,-58.3959897185637,-34.6574968506282,"Espacio  ""Facundo Correa""",4
social organization,-58.3970626500097,-34.6614772640695,Cancha Tres Rosas,4
social organization,-58.3955277901085,-34.652406736313,Cancha del Cordobés,4
social organization,-58.3956874542128,-34.6517722138575,Cancha Dani- de mosquito,4
social organization,-58.3960044077245,-34.6525056149298,Cancha de Cacho Laborde,4
social organization,-58.3997010874202,-34.6562030127352,Cancha de la Salita 35,4
social organization,-58.396666658177,-34.6512662316247,"Club de Jóvenes, Club Barracas Sur",4
social organization,-58.3980994375476,-34.6529774721991,Radio Comunitaria Caacupé,4
social organization,-58.3980924879746,-34.6564510570665,Fundación Temas La Casita,4
social organization,-58.358528512474,-34.6357286948156,"Asesoría General Tutelar, Oficina Descentralizada",4
social organization,-58.3761560307967,-34.6507085722933,"Centro Misionero Tres Rosas, de la Parroquia Nuestar Señora de Caacupé",4
social organization,-58.466647843093,-34.6739521311794,Comedor Infantil Para Todos,8
social organization,-58.3963976093035,-34.6553038830709,Hogar Juan Pablo II de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4658196028544,-34.674765877869,Comedor Los Patitos,8
social organization,-58.3992353509197,-34.6573950083747,Capilla San Blas,4
social organization,-58.3992353509197,-34.6573950083747,Hogar de Niños de Belén,4
social organization,-58.465659177935,-34.6739671229605,Comedor La Escuelita,8
social organization,-58.3789026677646,-34.6513989167082,Comedor Sol y Vida,4
social organization,-58.4660212834007,-34.6754993161442,Asociación Civil Llantajmanta,8
social organization,-58.3795893946131,-34.6535328127171,Comedor Amor y Paz,4
social organization,-58.3949491673973,-34.657418032386,Pepe de la Sierra,4
social organization,-58.3952924515344,-34.655695671599,Comedor Amigos del Padre Pepe,4
social organization,-58.3965771497092,-34.6549144706523,Fundación Uniendo Caminos,4
social organization,-58.3963153100121,-34.6526542873339,Vientos Limpios del Sur,4
social organization,-58.3995408097169,-34.6576893272686,ONG Caacupé,4
social organization,-58.3810274710545,-34.6478568160048,"Escuela Técnica Nº 14 D.E. 5 ""Libertad"" – Especialización en Electrónica y Electromecánica",4
social organization,-58.3949788349043,-34.6582289791091,Centro de Primera Infancia (CPI) El Alfarero,4
social organization,-58.3792594033596,-34.6433067930166,"Escuela Técnica Nº 10 D.E. 5 ""Fray Luis Beltrán"" – Especialización Mecánica/CAET",4
social organization,-58.4030643981991,-34.6397645893761,Escuela Técnica N° 7 D.E. 5,4
social organization,-58.3872607881815,-34.6532129230286,"Escuela de Jornada Simple Nº 9 D.E. 5 ""José Pedro Varela""",4
social organization,-58.3826145664107,-34.646370770097,"Escuela de Jornada Completa N° 13 D.E. 5 ""Fray Mamerto Esquiú""",4
social organization,-58.4049095651031,-34.6500338277182,"Escuela de Jornada Completa N° 10 D.E. 5 ""Dean Diego Estanislao de Zavaleta""",4
social organization,-58.3757592090499,-34.633657530211,Distribución de Vacantes para el Distrito Escolar Nº 5,4
social organization,-58.3972387807999,-34.656141499844,Escuela Infantil Nº 9 D.E. 5 Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3939670486785,-34.6485358244383,"Escuela Infantil Nº 7 D.E. 5 ""Padre Daniel de la Sierra""",4
social organization,-58.4006888380426,-34.6512893468338,Jardín de Infantes Integral N° 10,4
social organization,-58.3886239323016,-34.6546639870098,Centro de Primera Infancia (CPI) La Lecherita,4
social organization,-58.3949985111601,-34.653350426302,"Centro de Acción Familiar ""CEMAI""",4
social organization,-58.3992353509197,-34.6573950083747,"Centro materno-infantil Capilla San Blas, Parroquia Nuestra Señora de Caacupé",4
social organization,-58.3999563613621,-34.6561952117371,No Somos Invisibles,4
social organization,-58.3784021353035,-34.6054208829646,"COPIDIS, Comisión para la Plena Participación e Inclusión de las Personas con Discapacidad",1
social organization,-58.3745668818423,-34.6045508956947,Servicio de Orientación Telefónica en adicciones de SEDRONAR,1
social organization,-58.3964247161092,-34.6559224622136,CeSAC N° 8,4
social organization,-58.3969082949868,-34.6560739848121,Programa Hogar de Cristo de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3994463250364,-34.6563989428428,"CIAC, Centro de Intervención Asistencial Comunitaria -CeSAC Nº 35",4
social organization,-58.3846157995766,-34.634252521164,Hogar Dr. Guillermo Rawson,4
social organization,-58.3937044241299,-34.6566530983476,Hogar Virgen de Itatí de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3966170533989,-34.656179475441,Hogar Niño Jesús,4
social organization,-58.3966227071287,-34.6553785539048,Centro de día Cándida de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4031330645161,-34.6543176743048,Comedor Jaureabuelos,4
social organization,-58.3962392506998,-34.656214426045,"Comedor Madre Teresa, comedor de Abuelos de Caacupé",4
social organization,-58.3843215884373,-34.6390866505126,Hospital Neuro-psiquiátrico Dr. Braulio Moyano,4
social organization,-58.3818724591296,-34.6365436303355,Hospital Interdisciplinario Psico-asistencial “Dr. J. Borda”,4
social organization,-58.3601875240354,-34.638952737716,Hospital de Odontología Infantil Don Benito Quinquela Martín,4
social organization,-58.39152179032,-34.6308354292936,"Hospital de Pediatría S.A.M.I.C. ""Prof. Dr. Juan P. Garrahan""",4
social organization,-58.3929958954369,-34.637224589635,Hospital de Infecciosas “F. Muñiz”,4
social organization,-58.4025342961386,-34.6348284188013,Hospital Materno Infantil “R. Sardá”,4
social organization,-58.3774642346946,-34.6289744109402,Hospital General de Niños “Pedro de Elizalde” (ex Casa Cuna),4
social organization,-58.3944658649819,-34.6228342280972,Hospital Oftalmológico “Santa Lucía”,3
social organization,-58.375578135686,-34.630248433223,Hospital de Rehabilitación Respiratoria “María Ferrer”,4
social organization,-58.3913548685247,-34.6343524722111,Hospital de Gastroenterología “B. Udaondo”,4
social organization,-58.4093955244662,-34.6176260245459,Hospital General de Agudos “J. M. Ramos Mejía”,3
social organization,-58.4114097338176,-34.6430586287655,Hospital General de Agudos Polivalente “J. A. Penna”,4
social organization,-58.3975324515985,-34.6516766701254,Plan Ahí,4
social organization,-58.3949491673973,-34.657418032386,Anexo “Pepe de la Sierra”,4
social organization,-58.405447611965,-34.6551819068058,Óptica económica de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3682989940929,-34.642809772178,Farmacia de Cáritas,4
social organization,-58.3994463250364,-34.6563989428428,Cobertura Porteña de Salud,4
social organization,-58.3892848488757,-34.649018879077,CeSAC N° 1,4
social organization,-58.3801204778399,-34.6485268732295,CeSAC N° 16,4
social organization,-58.4045434955913,-34.6494007558188,CeSAC N° 30 “Salvador Mazza”,4
social organization,-58.3997048944134,-34.6562177080846,CeSAC N° 35,4
social organization,-58.3902709677804,-34.6575003484369,Red de Comedores por los Pibes de Barracas,4
social organization,-58.3969807946727,-34.6526680585995,ONG Vientos Limpios,4
social organization,-58.396381333036,-34.6572490796789,Comedor Padre Daniel de la Sierra,4
social organization,-58.3953137854987,-34.6597974796732,Comedor Josué,4
social organization,-58.3950777937176,-34.6583475726258,Centro Comunitario Nuevo Sol - Movimiento Barrios de Pie,4
social organization,-58.3957644614191,-34.6569354941609,Comedor Teresa de Calcuta,4
social organization,-58.3984681711414,-34.6560530017899,Comedor Corazón Humilde,4
social organization,-58.3957558740017,-34.6579826856711,Comedor Los Changuitos,4
social organization,-58.4112146216969,-34.6546760690436,Comedor Evita y Biblioteca Ernesto Sábato,4
social organization,-58.3991682996814,-34.6567715414416,Comedor Maná del Cielo,4
social organization,-58.4013731085534,-34.6576631973265,Comedor La Lecherita,4
social organization,-58.4032464564531,-34.6543988587778,Comedor infantil Jaurechicos,4
social organization,-58.3994411268627,-34.6539079155975,Comedor Zanahoria y Lechuguín,4
social organization,-58.4112146206871,-34.6575002636169,Comedor Mimitos del Movimiento Popular La Dignidad,4
social organization,-58.3978437537439,-34.6511430061663,Comedor Color Esperanza,4
social organization,-58.3960503552243,-34.6497509441109,Comedor Trencito de Vida de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3967464150926,-34.6538606949472,Comedor Cambalache,4
social organization,-58.3965905207662,-34.6549732514433,Comedor Ayúdame a Crecer,4
social organization,-58.3971427962343,-34.6558471299033,Comedor Jorgito,4
social organization,-58.401121895972,-34.6592536513341,Merendero Milagrosa de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3914477227336,-34.6609481254232,Comedor Nuestra Señora de Luján de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3978096588735,-34.6555608304251,Comedor Virgen de Itatí de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3861224530925,-34.6108809558528,EDESUR,1
social organization,-58.3779301192191,-34.6054778876423,"ACUMAR, Autoridad de Cuenca Matanza Riachuelo",1
social organization,-58.397223633779,-34.6579239880368,OCESA,4
social organization,-58.3870564324431,-34.6396852188025,URBASUR,4
social organization,-58.4147165811271,-34.650044300981,Unidad de Gestión de Intervención Social (UGIS),4
social organization,-58.399889354754,-34.6562297021803,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),4
social organization,-58.3692872832706,-34.584731333535,Comisaría 46,1
inclusive portal,"-58,399,889,354,754","-346,562,297,021,803",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,469,299,043,132","-34,648,899,515,166",PORTAL INCLUSIVO DE LA  SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-58,494,893,395,112","-346,705,767,677,319",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,614,736,674,428","-346,716,293,783,181",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,721,579,708,575","-346,553,707,608,383",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,430,618,657,431","-346,654,430,718,794",NIDO SOLDATI,
inclusive portal,"-584,871,877,303,531","-346,837,953,487,439",NIDO INTA,
inclusive portal,"-584,470,122,707,214","-34,660,418,151,344",OFICINA CENTRAL SUBSECRETARIA DE HABITAT E INCLUSION,
inclusive portal,"-584,333,175,601,505","-346,506,071,226,147",NIDO 1-11-14,
inclusive portal,"-584,618,506,821,435","-346,719,540,951,233",NIDO BARRIO 20,
inclusive portal,"-584,549,921,874,748","-346,641,238,098,824",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,330,483,301,778","-346,505,639,342,211",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,366,890,096,364","-346,467,990,810,514",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,566,185,161,527","-346,546,581,102,935",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-584,429,614,084,467","-346,653,182,586,398",PORTAL INCLUSIVO DE LA SUBSECRETARIA DE HABITAT E INCLUSION (SSHI),
inclusive portal,"-58,378,478,165,307","-346,055,638,933,487",OFICINA CENTRAL SUBSECRETARIA DE HABITAT E INCLUSION,
