LAT,LNG,ID,NOMBRE,CALLE,ALTURA,PISO_DEPTO,DIRECCION_NORMALIZADA,BARRIO,COMUNA,CP,CPA,DIAS_Y_HORARIO,TELEFONOS,EMAIL,WEB,ACTIVIDAD,OTRAS_ACTIDADES,DEPENDENCIA,PUBLICO,SECTOR
-34.62382795,-58.44126941,1244,BIBLIOTECA DEL DRAGON,HUALFIN,933,,HUALFIN 933,CABALLITO,COMUNA 06,1424,C1424BXE,MIERCOLES Y VIERNES DE 17:00 A 20:00,4432-7969,BIBLIOTECADELDRAGON@GMAIL.COM,HTTP://BIBLIODELDRAGON.BLOGSPOT.COM.AR,BIBLIOTECA,,,NIÑOS Y ADOLESCENTES,PRIVADO
-34.6195551,-58.43640166,534,BIBLIOTECA DEL INSTITUTO UNIVERSITARIO DE LA POLICIA FEDERAL ARGENTINA,ROSARIO,532,PB,ROSARIO 532,CABALLITO,COMUNA 06,1424,C1424CCL,LUNES A VIERNES DE 08:00 A 20:00 SABADOS DE 09:00 A 12:00,4902-4543,INFORMES@IUPFA.EDU.AR,HTTP://WWW.UNIVERSIDAD-POLICIAL.EDU.AR/#,BIBLIOTECA,,POLICIA FEDERAL. MINISTERIO DE DEFENSA,GENERAL,ESTADO NACIONAL
-34.60457608,-58.43423492,571,"BIBLIOTECA ""DR. CARLOS CARDINI"" DE LA FUNDACION INSTITUTO LELOIR",PATRICIAS ARGENTINAS AV.,435,,PATRICIAS ARGENTINAS AV. 435,CABALLITO,COMUNA 06,1405,C1405BWE,LUNES A VIERNES DE 10:00 A 17:00,"5238-7500, INTERNO: 2013",,WWW.LELOIR.ORG.AR/INDEX.PHP/ES/SERVICIOS-AL-USUARIO.HTML,BIBLIOTECA,,,GENERAL,ONG
-34.61621407,-58.42911451,2039,BIBLIOTECA OBRERA JUAN B. JUSTO,LA PLATA AV.,85,,LA PLATA AV. 85,CABALLITO,COMUNA 06,1184,C1184AAA,LUNES A VIERNES DE 11:00 A 20:00,4901-7913,,,BIBLIOTECA,,,GENERAL,ASOCIACION CIVIL
-34.61317346,-58.44893485,354,BIBLIOTECA POPULAR 12 DE OCTUBRE,ARENGREEN,1187,,ARENGREEN 1187,CABALLITO,COMUNA 06,1405,C1405CYM,,4988-0766,POPULAR12DEOCTUBRE@HOTMAIL.COM,,BIBLIOTECA,,,GENERAL,
-34.6179295,-58.43543007,2044,BIBLIOTECA POPULAR AVELINO HERRERA,RIVADAVIA AV.,4950,,RIVADAVIA AV. 4950,CABALLITO,COMUNA 06,1424,C1424CER,,,,,BIBLIOTECA,,,GENERAL,ASOCIACION CIVIL
-34.62799248,-58.45000741,350,BIBLIOTECA POPULAR DR. TRISTAN J. GONZALEZ,"GOYENA, PEDRO AV.",1579,,"GOYENA, PEDRO AV. 1579",CABALLITO,COMUNA 06,1406,C1406GWE,LUNES A VIERNES DE 17:00 A 19:30,4432-3118,TJGONZALEZ@COTELNET.COM.AR,,BIBLIOTECA,,,GENERAL,ONG
-34.62497393,-58.43919166,355,BIBLIOTECA POPULAR FEDERICO LACROZE,THOMPSON,502,,THOMPSON 502,CABALLITO,COMUNA 06,1424,C1424ALD,LUNES A VIERNES DE 14:00 A 19:00,4431-1073,INFO@TRANVIA.ORG.AR,,BIBLIOTECA,,,GENERAL,ONG
-34.61446009,-58.43872339,201,BIBLIOTECA POPULAR GENERAL ALVEAR,AVELLANEDA,542,,AVELLANEDA 542,CABALLITO,COMUNA 06,1405,C1405CNS,LUNES A VIERNES DE 16:00 A 20:30,4901-0242,,,BIBLIOTECA,,,GENERAL,ONG
-34.6104524,-58.44099522,573,BIBLIOTECA UNIVERSITARIA MAIMONIDES,HIDALGO,775,,HIDALGO 775,CABALLITO,COMUNA 06,1405,C1405BCK,LUNES A VIERNES DE 08:00 A 21:00 SABADOS DE 09:00 A 15:00,4905-1155/56,,WWW.MAIMONIDES.EDU/CENTROS-FICHA.ASP?C=N=19,BIBLIOTECA,,,GENERAL,PRIVADO
-34.62308338,-58.4380802,1829,BOOKS,"ALBERDI, JUAN BAUTISTA AV.",719,,"ALBERDI, JUAN BAUTISTA AV. 719",CABALLITO,COMUNA 06,1424,C1424BYH,,4902-7194,,,LIBRERIA,,,GENERAL,PRIVADO
-34.61476045,-58.43011654,2127,CAFE DE LA SUBASTA,RIO DE JANEIRO,54,,RIO DE JANEIRO 54,CABALLITO,COMUNA 06,1405,C1405CBB,,,,,BAR IDENTIFICADO,,,,
-34.61885363,-58.434183,1604,CALESITA DE PARQUE RIVADAVIA,ROSARIO,0,,ROSARIO Y BEAUCHEF,CABALLITO,COMUNA 06,0,0,TODOS LOS DIAS DE 11:00 A 20:00,,,,CALESITA,,,NIÑOS,PRIVADO
-34.61826626,-58.44216142,1606,CALESITA ESTACION CABALLITO,ROJAS,0,,ROJAS Y BACACAY,CABALLITO,COMUNA 06,0,0,LUNES A VIERNES DE 15:00 A 19:00 SABADOS Y DOMINGOS DE 11:00 A 19:00,,,,CALESITA,,,NIÑOS,PRIVADO
-34.61552182,-58.45729544,1605,CALESITA JOSE DE PLAZA IRLANDA,NEUQUEN,0,,"NEUQUEN Y ALVAREZ, DONATO, TTE. GRAL.",CABALLITO,COMUNA 06,0,0,TODOS LOS DIAS DE 10:00 A 20:00,,,,CALESITA,,,NIÑOS,PRIVADO
-34.61298168,-58.4329762,1832,CALIGARI,BOGOTA,101,,BOGOTA 101,CABALLITO,COMUNA 06,1405,C1405CLC,,4981-6953,LALISMOS@YAHOO.COM.AR,HTTP://LIBRERIACALIGARI.WORDPRESS.COM/,LIBRERIA,,,GENERAL,PRIVADO
-34.60817452,-58.45330522,35,CENTRO CULTURAL ALBERTO OLMEDO,"VIALE, LUIS",1052,PB,"VIALE, LUIS 1052",CABALLITO,COMUNA 06,1416,C1416DML,LUNES A VIERNES DE 17:00 A 22:00,4581-8369,CCALBERTOOLMEDO@HOTMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,CENTRO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.61284333,-58.43630956,58,CENTRO CULTURAL EL ETERNAUTA,"LOBOS, ELEODORO, DR.",437,,"LOBOS, ELEODORO, DR. 437",CABALLITO,COMUNA 06,1405,C1405BLE,LUNES A VIERNES DE 17:30 A 21:30,4982-9706,CCELETERNAUTA@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,CENTRO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.60834494,-58.45136498,711,CENTRO CULTURAL EL QUIJOTERO,"FIGUEROA, D. APOLINARIO, CORONEL",936,,"FIGUEROA, D. APOLINARIO, CORONEL 936",CABALLITO,COMUNA 06,1416,C1416DPJ,,,ESPACIOQUIJOTERO@GMAIL.COM,WWW.ESPACIOQUIJOTERO.BLOGSPOT.COM,CENTRO CULTURAL,,,GENERAL,PRIVADO
-34.60439088,-58.43203316,70,CENTRO CULTURAL LOLA MORA,RIO DE JANEIRO,946,,RIO DE JANEIRO 946,CABALLITO,COMUNA 06,1405,C1405CCP,MARTES A VIERNES DE 17:30 A 21:30,4983-5877 // 4862-7245,CCLOLAMORA@GMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,CENTRO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.62687507,-58.44721654,79,CENTRO CULTURAL SEBASTIAN PIANA,PUAN,360,,PUAN 360,CABALLITO,COMUNA 06,1406,C1406CQH,LUNES A VIERNES DE 18:00 A 21:00,4432-4515,CCSPIANA@HOTMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,CENTRO CULTURAL,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE PROMOCION CULTURAL,GENERAL,ESTADO MUNICIPAL
-34.61858638,-58.43730377,1267,CINE VILLAGE CABALLITO,RIVADAVIA AV.,5071,,RIVADAVIA AV. 5071,CABALLITO,COMUNA 06,1424,C1424CEF,LUNES A JUEVES DESDE LAS 12:45 VIERNES A DOMINGOS DESDE LAS 12:15,0810-810-2463 (CINE),INFO@VILLAGE.COM.AR,WWW.VILLAGECINES.COM,CINE,,,GENERAL,PRIVADO
-34.61635832,-58.43228193,223,CLUB ITALIANO,RIVADAVIA AV.,4731,,RIVADAVIA AV. 4731,CABALLITO,COMUNA 06,1424,C1424CEC,LUNES A VIERNES DE 14:30 A 20:30,4901-1061/63 INTERNO:: 129,PRENSA@CLUBITALIANO.COM.AR,WWW.CLUBITALIANO.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.6076852,-58.44828775,614,CLUB PIAMONTES - SALON RODRIGUEZ,"RODRIGUEZ, MANUEL A., GENERAL",1191,,"RODRIGUEZ, MANUEL A., GENERAL 1191",CABALLITO,COMUNA 06,1416,C1416CMA,DOMINGOS 18:00 A 24:00 MIERCOLES 21:00 A 24:00,4581-5189,,,MILONGA Y/O TANGUERIA,,,GENERAL,PRIVADO
-34.61190675,-58.43520198,1201,CLUB PREMIER,CAMPICHUELO,472,,CAMPICHUELO 472,CABALLITO,COMUNA 06,1405,C1405BOF,,4982-7637,INFO@CLUBPREMIER.ORG.AR,WWW.CLUBPREMIER.ORG.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,ONG
-34.61053511,-58.4328783,1848,COBRA. PEQUEÑA LIBRERIA.,"ARANGUREN, JUAN F., DR.",150,,"ARANGUREN, JUAN F., DR. 150",CABALLITO,COMUNA 06,1405,C1405CRD,MARTES A SABADOS DE 16:00 A 20:00,,INFO@COBRALIBROS.COM.AR,WWW.COBRALIBROS.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.62810079,-58.44008002,86,CONSERVATORIO SUPERIOR DE MUSICA MANUEL DE FALLA - ANEXO 1,BARCO CENTENERA DEL,741,,BARCO CENTENERA DEL 741,CABALLITO,COMUNA 06,1424,C1424AMO,LUNES A VIERNES DE 17:30 A 22:30,4432-1429,DGARTFALLA@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_ENS_ART/CONS_DE_FALLA.PHP,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,MINISTERIO DE CULTURA - DIRECCION GENERAL DE ENSEÑANZA ARTISTICA,GENERAL,ESTADO MUNICIPAL
-34.62265283,-58.44394227,1723,DEL DRAGON EDICIONES,"MITRE, EMILIO",71,PISO 7 DPTO B,"MITRE, EMILIO 71",CABALLITO,COMUNA 06,1424,C1424AYA,,4432-1868,EDICIONESDELDRAGON@FIBERTEL.COM.AR,WWW.DELDRAGONEDICIONES.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.61298168,-58.4329762,1703,DERECHO COOPERATIVO Y MUTUAL DCYM,BOGOTA,103,,BOGOTA 103,CABALLITO,COMUNA 06,1405,C1405CLC,,4901-5572 / 4867,INFO@MUTUALCOOP.ORG.AR,WWW.MUTUALCOOP.ORG.AR,EDITORIAL,,,GENERAL,ONG
-34.61753856,-58.43695746,1882,DEVA'S. SUCURSAL ACOYTE.,ACOYTE AV.,70,,ACOYTE AV. 70,CABALLITO,COMUNA 06,1405,C1405BFN,,5901-4588,TNCABALLITO@DEVAS.COM,WWW.DEVAS.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.61601012,-58.43109009,1297,DISTAL LIBROS. SUCURSAL RIVADAVIA.,RIVADAVIA AV.,4648,,RIVADAVIA AV. 4648,CABALLITO,COMUNA 06,1424,C1424CEO,LUNES A VIERNES DE 10 A 21 / SABADO DE 10 A 20 / DOMINGO DE 11 A 20,5235-1526,RIVADAVIA4648@DISTALNET.COM,,LIBRERIA,,,GENERAL,PRIVADO
-34.61342234,-58.45515272,1725,EDICIONES BIEBEL,"BIEDMA, JOSE JUAN",1005,,"BIEDMA, JOSE JUAN 1005",CABALLITO,COMUNA 06,1405,C1405ASM,,4582-3878,INFO@EDICIONESBIEBEL.COM.AR,WWW.EDICIONESBIEBEL.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.6087161,-58.43912208,780,EDICIONES COLIHUE,DIAZ VELEZ AV.,5125,,DIAZ VELEZ AV. 5125,CABALLITO,COMUNA 06,1405,C1405DCG,LUNES A VIERNES DE 9:00 A 18:00 SABADOS DE 9:00 A 13:00,4958-4442,ECOLIHUE@COLIHUE.COM.AR,WWW.COLIHUE.COM.AR,EDITORIAL,,,GENERAL,PRIVADO
-34.61398344,-58.43240205,984,EDITORIAL BAHA'' INDOLATINOAMERICANA,OTAMENDI,217,,OTAMENDI 217,CABALLITO,COMUNA 06,1405,C1405BRA,,4901-1076,INFO@EBILA.ORG,WWW.EBILA.ORG,EDITORIAL,,,GENERAL,PRIVADO
-34.60718205,-58.43256939,1093,EDITORIAL LA BOHEMIA,PATRICIAS ARGENTINAS AV.,111,PISO 9 DPTO C,PATRICIAS ARGENTINAS AV. 111,CABALLITO,COMUNA 06,1405,C1405BWB,,3531-1334,CONTACTO@EDITORIALLABOHEMIA.COM,WWW.EDITORIALLABOHEMIA.COM,EDITORIAL,,,,PRIVADO
-34.61742341,-58.43468437,175,EL COLECCIONISTA,RIVADAVIA AV.,4929,,RIVADAVIA AV. 4929,CABALLITO,COMUNA 06,1424,C1424CEE,LUNES A DOMINGOS LAS 24,4902-7954,,,BAR NOTABLE,,,GENERAL,PRIVADO
-34.60884441,-58.44153796,261,EL PISO,HIDALGO,878,,HIDALGO 878,CABALLITO,COMUNA 06,1405,C1405BCN,LUNES A VIERNES DE 18:00 A 22:00,4958-6016,,WWW.ELPISO878.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.61589977,-58.44885164,2098,EL VIEJO BUZON,NEUQUEN,1100,,NEUQUEN 1100,CABALLITO,COMUNA 06,1405,C1405CKL,,,,,BAR ELEMENTO,,,,
-34.61026927,-58.44361496,1441,"ESCUELA DE DISEÑO Y MOLDERIA ""FERNANDA GONZALEZ""","PUEYRREDON, HONORIO, DR. AV.",876,,"PUEYRREDON, HONORIO, DR. AV. 876",CABALLITO,COMUNA 06,1405,C1405BAS,LUNES A VIERNES DE 15 A 22,4981-0151,INFO@FGESCUELA.COM.AR,WWW.FGESCUELA.COM.AR,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.62826456,-58.44664624,1415,FACULTAD DE FILOSOFIA Y LETRAS,PUAN,480,PISO 3 DPTO 337,PUAN 480,CABALLITO,COMUNA 06,1406,C1406CQJ,LUNES A VIERNES DE 15 A 19,4432-0606 INT 130,DEPARTES@FILO.UBA.AR,,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.61756399,-58.43459215,1512,FERMIN BELLI,RIVADAVIA AV.,4930,,RIVADAVIA AV. 4930,CABALLITO,COMUNA 06,1424,C1424CER,,4904-1777,,,DISQUERIA,,,GENERAL,PRIVADO
-34.61839075,-58.43938669,1651,FLORENTINO LIBROS,PARRAL,93,,PARRAL 93,CABALLITO,COMUNA 06,1405,C1405AXA,,4901-7767,,,LIBRERIA,,,GENERAL,PRIVADO
-34.62866561,-58.44669434,1591,GAMBITO DE ALFIL,"BONIFACIO, JOSE",1402,,"BONIFACIO, JOSE 1402",CABALLITO,COMUNA 06,1406,C1406GXH,,4432-1304,,,LIBRERIA,,,GENERAL,PRIVADO
-34.61913353,-58.45103711,1241,GARRICK ARTE Y CULTURA,AVELLANEDA AV.,1359,,AVELLANEDA AV. 1359,CABALLITO,COMUNA 06,1405,C1405COA,,3526-7439,INFO@ELGARRICK.COM.AR,WWW.ELGARRICK.COM.AR,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.62113777,-58.4421428,1664,HAPPY BOOKS,RIVADAVIA AV.,5462,,RIVADAVIA AV. 5462,CABALLITO,COMUNA 06,1424,C1424CEW,,4431-4240,,,LIBRERIA,,,GENERAL,PRIVADO
-34.62236544,-58.43015226,1396,INSTITUTO DE FORMACION TECNICA SUPERIOR N13 DE N8,"ALBERDI, JUAN BAUTISTA AV.",163,,"ALBERDI, JUAN BAUTISTA AV. 163",CABALLITO,COMUNA 06,1424,C1424BYB,LUNES A VIERNES DE 9 A 18,4901-6444,,,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,MINISTERIO DE EDUCACION DEL GOBIERNO DE LA CIUDAD DE BUENOS AIRES.,GENERAL,ESTADO MUNICIPAL
-34.6172012,-58.43377658,1517,KASHMIR MUSIC,RIVADAVIA AV.,4900,,RIVADAVIA AV. 4900,CABALLITO,COMUNA 06,1424,C1424CEQ,,4902-7194,,,DISQUERIA,,,GENERAL,PRIVADO
-34.61594791,-58.42917327,846,KEL EDICIONES. SUCURSAL AV. LA PLATA.,LA PLATA AV.,63,,LA PLATA AV. 63,CABALLITO,COMUNA 06,1184,C1184AAA,,4901-5647 // 4903-5306,,WWW.KEL-EDICIONES.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.60528392,-58.43630189,1607,LA CALESITA DE CARLITOS,"GALLARDO, ANGEL AV.",0,,"GALLARDO, ANGEL AV. Y PATRICIAS ARGENTINAS AV.",CABALLITO,COMUNA 06,0,0,TODOS LOS DIAS DE 10:30 A 12:30 Y DE 14:30 A 20:30,,,,CALESITA,,,NIÑOS,PRIVADO
-34.62741304,-58.4432658,1955,LECTURAS Y MELODIAS,"MITRE, EMILIO",431,,"MITRE, EMILIO 431",CABALLITO,COMUNA 06,1424,C1424AYI,,4433-2823,JORGEJUGUER@YAHOO.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.62713515,-58.44710968,1187,LIBRERIA BIBLOS,PUAN,378,,PUAN 378,CABALLITO,COMUNA 06,1406,C1406CQH,,4432-8828,INFO@LIBRERIABIBLOS.COM.AR,WWW.LIBRERIABIBLOS.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.61858638,-58.43730377,1278,LIBRERIA CUSPIDE. SUCURSAL RIVADAVIA.,RIVADAVIA AV.,5045,,RIVADAVIA AV. 5045,CABALLITO,COMUNA 06,1424,C1424CEF,DOMINGOS A JUEVES DE 10 A 22 / VIERNES Y SABADOS DE 10 A 1 AM,4901-6043,LIBROS@CUSPIDE.COM,WWW.CUSPIDE.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.61589077,-58.44254532,1590,LIBRERIA EL GAUCHO. SUCURSAL NEUNQUEN.,NEUQUEN,765,,NEUQUEN 765,CABALLITO,COMUNA 06,1405,C1405CKE,LUNES A DOMINGOS DE 10:00 A 21:00,4432-5164,LIBRERIAELGAUCHO@HOTMAIL.COM,WWW.LIBRERIASELGAUCHO.COM.AR,LIBRERIA,,,GENERAL,PRIVADO
-34.61789643,-58.43677242,1691,LIBRERIA YENNY. SUCURSAL ACOYTE.,ACOYTE AV.,44,,ACOYTE AV. 44,CABALLITO,COMUNA 06,1405,C1405BFN,LUNES A SABADOS DE 9:00 A 21:00 DOMINGOS Y FERIADOS DE 12:00 A 20:00,4901-2932,,WWW.YENNY-ELATENEO.COM,LIBRERIA,,,GENERAL,PRIVADO
-34.60871329,-58.43757826,1194,LOS CACHORROS,DIAZ VELEZ AV.,5011,,DIAZ VELEZ AV. 5011,CABALLITO,COMUNA 06,1405,C1405DCF,,4981-3700,LOSCACHORROS@HOTMAIL.COM,WWW.SERVISUR.COM/CACHORROS/INDEX.HTML,LIBRERIA,,,GENERAL,PRIVADO
-34.60644784,-58.44050328,234,MACHADO,"MACHADO, ANTONIO",617,,"MACHADO, ANTONIO 617",CABALLITO,COMUNA 06,1405,C1405DIC,,1559726413,,,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.61909139,-58.43803466,1991,MERIDIANA. SUCURSAL RIVADAVIA.,RIVADAVIA AV.,5108,,RIVADAVIA AV. 5108,CABALLITO,COMUNA 06,1424,C1424CET,,5861-8666,MERIDIANA.COMICS@GMAIL.COM,WWW.FACEBOOK.COM/MERIDIANACOMICS,LIBRERIA,,,GENERAL,PRIVADO
-34.60508423,-58.43804991,451,"MUSEO ARGENTINO DE CIENCIAS NATURALES ""BERNARDINO RIVADAVIA""","GALLARDO, ANGEL AV.",490,,"GALLARDO, ANGEL AV. 490",CABALLITO,COMUNA 06,1405,C1405DJR,LUNES A DOMINGOS DE 14:00 A 19:00,4982-6595 / 8797 / 4791 / 6670 (INT 181 MUSEOLOGIA),VISITAS@MACN.GOV.AR,WWW.MACN.SECYT.GOV.AR,MUSEO,,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET).,GENERAL,ESTADO NACIONAL
-34.61502765,-58.44825578,117,MUSEO DE ESCULTURAS LUIS PERLOTTI,PUJOL,642,,PUJOL 642,CABALLITO,COMUNA 06,1405,C1405ALD,"MARTES A VIERNES DE 11:00 A 19:00 SABADO, DOMINGO Y FERIADO DE 12:00 A 19:00",4433-3396,MUSEOPERLOTTI_PRENSA@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEOLUISPERLOTTI,MUSEO,,MINISTERIO DE CULTURA - DIRECCION GENERAL DE MUSEOS,GENERAL,ESTADO MUNICIPAL
-34.61745957,-58.45098562,467,"MUSEO DE LA ASOCIACION DE ANESTESIA, ANALGESIA Y REANIMACION",FRAGATA PRES. SARMIENTO,541,,FRAGATA PRES. SARMIENTO 541,CABALLITO,COMUNA 06,1405,C1405APC,LUNES A VIERNES DE 14:00 A 18:00,4433-0023,,,MUSEO,,,GENERAL,ONG
-34.61889917,-58.44207341,457,MUSEO ERNESTO CHE GUEVARA,ROJAS,129,,ROJAS 129,CABALLITO,COMUNA 06,1405,C1405AAC,LUNES A VIERNES DE 09:00:00 A 19:00,4903-3285,MUSEOCHEGUEVARA@YAHOO.COM.AR,WWW.MUSEOCHEGUEVARAARGENTINA.BLOGSPOT.COM,MUSEO,,,GENERAL,PRIVADO
-34.62143624,-58.44106915,298,OESTE,BARCO CENTENERA DEL,141,,BARCO CENTENERA DEL 141,CABALLITO,COMUNA 06,1424,C1424AMC,LUNES A VIERNES DE 17:00 A 20:00,4901-3111,ESTUDIODELMERCADO@GMAIL.COM,WWW.OESTEESTUDIODELMERCADO.BLOGSPOT.COM,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.60890102,-58.45671424,1029,PAI PRODUCCIONES ARGENTINAS E INTERNACIONALES,GALICIA,1290,,GALICIA 1290,CABALLITO,COMUNA 06,1416,C1416DGP,,4582-4427,,WWW.PAIRECORDS.COM.AR,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.61645395,-58.43209355,128,PLAZA CAFE,RIVADAVIA AV.,4732,,RIVADAVIA AV. 4732,CABALLITO,COMUNA 06,1424,C1424CEP,,4902-2903,,,BAR NOTABLE,,,GENERAL,PRIVADO
-34.6104524,-58.44099522,1751,RETINA EDITORES,HIDALGO,775,PISO 7,HIDALGO 775,CABALLITO,COMUNA 06,1405,C1405BCK,,4905-1232,INFO@RETINAEDITORES.COM,WWW.RETINAEDITORES.COM,EDITORIAL,,,GENERAL,PRIVADO
-34.6104524,-58.44099522,1453,UNIVERSIDAD MAIMONIDES ESCUELA DE HUMANIDADES,HIDALGO,775,PISO 2,HIDALGO 775,CABALLITO,COMUNA 06,1405,C1405BCK,LUNES A VIERNES DE 17 A 20,4905-1194 / 1241 (PUBLICOS) - 4905-1162 (FORMACION),MUSICOTERAPIA@MAIMONIDES.EDU.AR,WWW.MAIMONIDES.EDU,ESPACIO DE FORMACION (SEMINARIOS Y TALLERES),,,GENERAL,PRIVADO
-34.62859459,-58.45837078,1814,ACME AGENCY. SUCURSAL CAMACUA.,CAMACUA,87,,CAMACUA 87,FLORES,COMUNA 07,1406,C1406DOA,,4631-8659,ACME@REDYNET.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.62674824,-58.45922173,692,ALIANZA FRANCESA DE BUENOS AIRES (SEDE GRANADEROS),GRANADEROS,61,,GRANADEROS 61,FLORES,COMUNA 07,1406,C1406BCA,,4631-5166 // 4632-1291,MARISA.GOYTIA@ALIANZAFRANCESA.ORG.AR,WWW.ALIANZAFRANCESA.ORG.AR,CENTRO CULTURAL,,,GENERAL,PRIVADO
-34.62702,-58.45735654,705,ASOCIACION DANTE ALIGHIERI DE BUENOS AIRES (SEDE COMODORO MARTIN RIVADAVIA),RIVADAVIA AV.,6460,,RIVADAVIA AV. 6460,FLORES,COMUNA 07,1406,C1406GLU,,4631-3604,FLORES@DANTE.EDU.AR,WWW.DANTE.EDU.AR,CENTRO CULTURAL,,,GENERAL,PRIVADO
-34.6293692,-58.46246951,681,ATLAS FLORES,RIVERA INDARTE AV.,44,,RIVERA INDARTE AV. 44,FLORES,COMUNA 07,1406,C1406DXB,LUNES A DOMINGOS DE 12:00 A 10:00,5032-8527,,WWW.ATLASCINES.COM.AR,CINE,,,GENERAL,PRIVADO
-34.63245117,-58.46423246,1034,AZIONE ARTIGINIALE,VARELA,236,,VARELA 236,FLORES,COMUNA 07,1406,C1406EKF,,4611-6450,INFO@AZIONEARTIGINIALE.COM.AR,WWW.AZIONEARTIGINIALES.COM.AR,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.63406642,-58.4276253,2099,BAR EL MODELO,SANTANDER,487,,SANTANDER 487,PARQUE CHACABUCO,COMUNA 07,1424,C1424CSC,,,,,BAR ELEMENTO,,,,
-34.63316345,-58.43673146,795,BENDITAS PRODUCCIONES,BARCO CENTENERA DEL,1203,,BARCO CENTENERA DEL 1203,PARQUE CHACABUCO,COMUNA 07,1424,C1424AMY,,4925-4422 // 4925-1686,INFO@BENDITASPRODUCCIONES.COM,HTTP://WWW.BENDITASPRODUCCIONES.COM/,SELLO DISCOGRAFICO,,,GENERAL,PRIVADO
-34.63405605,-58.43833676,13,BIBLIOTECA ESTANISLAO DEL CAMPO,DE LAS ARTES,1210,,DE LAS ARTES 1210,PARQUE CHACABUCO,COMUNA 07,1424,C1424BCH,LUNES A VIERNES DE 10:00 A 19:00,4926-0161,BIBLIOTECA_DELCAMPO@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.64814305,-58.43644229,16,BIBLIOTECA JAVIER VILLAFAÑE (CON ANEXO INFANTIL),"JANER, ANA MARIA",0,MANZANA 5 - LOCAL 279,"JANER, ANA MARIA Y TORRES Y TENORIO, PRES.",FLORES,COMUNA 07,0,0,LUNES A VIERNES DE 9:00 A 16:00,4919-0058,BIBLIOTECA_VILLAFANE@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
